Data/Hora,"Lat, Long",Latitude,Longitude
19/04/2023 11:37:47,"-22.978000,-43.231803",-22.978,-43.231803
19/04/2023 11:37:57,"-22.979223,-43.232787",-22.979223,-43.232787
19/04/2023 11:38:07,"-22.979333,-43.232801",-22.979333,-43.232801
19/04/2023 11:38:17,"-22.977990,-43.231803",-22.97799,-43.231803
19/04/2023 11:38:27,"-22.978942,-43.232487",-22.978942,-43.232487
19/04/2023 11:38:37,"-22.978009,-43.231815",-22.978009,-43.231815
19/04/2023 11:38:47,"-22.979391,-43.232843",-22.979391,-43.232843
19/04/2023 11:38:57,"-22.977965,-43.231790",-22.977965,-43.23179
19/04/2023 11:39:07,"-22.977992,-43.231811",-22.977992,-43.231811
19/04/2023 11:39:17,"-22.979036,-43.232515",-22.979036,-43.232515
19/04/2023 11:39:27,"-22.978855,-43.232411",-22.978855,-43.232411
19/04/2023 11:39:37,"-22.979009,-43.232525",-22.979009,-43.232525
19/04/2023 11:39:47,"-22.978003,-43.231815",-22.978003,-43.231815
19/04/2023 11:39:57,"-22.978013,-43.231820",-22.978013,-43.23182
19/04/2023 11:40:07,"-22.977994,-43.231817",-22.977994,-43.231817
19/04/2023 11:40:17,"-22.978007,-43.231814",-22.978007,-43.231814
19/04/2023 11:40:27,"-22.978033,-43.231829",-22.978033,-43.231829
19/04/2023 11:40:37,"-22.979479,-43.232905",-22.979479,-43.232905
19/04/2023 11:40:47,"-22.977994,-43.231811",-22.977994,-43.231811
19/04/2023 11:40:57,"-22.978006,-43.231812",-22.978006,-43.231812
19/04/2023 11:41:07,"-22.978000,-43.231814",-22.978,-43.231814
19/04/2023 11:41:17,"-22.978015,-43.231815",-22.978015,-43.231815
19/04/2023 11:41:27,"-22.978001,-43.231823",-22.978001,-43.231823
19/04/2023 11:41:37,"-22.978003,-43.231812",-22.978003,-43.231812
19/04/2023 11:41:47,"-22.978934,-43.232542",-22.978934,-43.232542
19/04/2023 11:41:57,"-22.978034,-43.231836",-22.978034,-43.231836
19/04/2023 11:42:07,"-22.978012,-43.231820",-22.978012,-43.23182
19/04/2023 11:42:17,"-22.978008,-43.231814",-22.978008,-43.231814
19/04/2023 11:42:27,"-22.978008,-43.231814",-22.978008,-43.231814
19/04/2023 11:42:37,"-22.978010,-43.231815",-22.97801,-43.231815
19/04/2023 11:42:47,"-22.978009,-43.231813",-22.978009,-43.231813
19/04/2023 11:42:57,"-22.978016,-43.231820",-22.978016,-43.23182
19/04/2023 11:43:07,"-22.978011,-43.231820",-22.978011,-43.23182
19/04/2023 11:43:17,"-22.978000,-43.231816",-22.978,-43.231816
19/04/2023 11:43:27,"-22.978004,-43.231812",-22.978004,-43.231812
19/04/2023 11:43:37,"-22.978013,-43.231817",-22.978013,-43.231817
19/04/2023 11:43:47,"-22.978557,-43.232322",-22.978557,-43.232322
19/04/2023 11:43:57,"-22.979415,-43.232816",-22.979415,-43.232816
19/04/2023 11:44:07,"-22.977989,-43.231805",-22.977989,-43.231805
19/04/2023 11:44:17,"-22.977995,-43.231813",-22.977995,-43.231813
19/04/2023 11:44:27,"-22.977982,-43.231807",-22.977982,-43.231807
19/04/2023 11:44:37,"-22.977999,-43.231822",-22.977999,-43.231822
19/04/2023 11:44:48,"-22.979102,-43.232771",-22.979102,-43.232771
19/04/2023 11:44:58,"-22.978029,-43.231827",-22.978029,-43.231827
19/04/2023 11:45:08,"-22.978003,-43.231814",-22.978003,-43.231814
19/04/2023 11:45:18,"-22.977997,-43.231808",-22.977997,-43.231808
19/04/2023 11:45:28,"-22.979353,-43.232907",-22.979353,-43.232907
19/04/2023 11:45:38,"-22.978010,-43.231808",-22.97801,-43.231808
19/04/2023 11:45:48,"-22.978017,-43.231812",-22.978017,-43.231812
19/04/2023 11:45:58,"-22.978008,-43.231811",-22.978008,-43.231811
19/04/2023 11:46:08,"-22.978001,-43.231814",-22.978001,-43.231814
19/04/2023 11:46:18,"-22.978014,-43.231813",-22.978014,-43.231813
19/04/2023 11:46:28,"-22.978040,-43.231838",-22.97804,-43.231838
19/04/2023 11:46:38,"-22.977995,-43.231800",-22.977995,-43.2318
19/04/2023 11:46:48,"-22.977995,-43.231811",-22.977995,-43.231811
19/04/2023 11:46:58,"-22.978023,-43.231824",-22.978023,-43.231824
19/04/2023 11:47:08,"-22.977983,-43.231794",-22.977983,-43.231794
19/04/2023 11:47:18,"-22.978668,-43.232357",-22.978668,-43.232357
19/04/2023 11:47:28,"-22.977978,-43.231789",-22.977978,-43.231789
19/04/2023 11:47:38,"-22.977993,-43.231801",-22.977993,-43.231801
19/04/2023 11:47:48,"-22.978024,-43.231832",-22.978024,-43.231832
19/04/2023 11:47:58,"-22.977997,-43.231798",-22.977997,-43.231798
19/04/2023 11:48:08,"-22.979115,-43.232774",-22.979115,-43.232774
19/04/2023 11:48:18,"-22.977992,-43.231800",-22.977992,-43.2318
19/04/2023 11:48:28,"-22.977996,-43.231819",-22.977996,-43.231819
19/04/2023 11:48:38,"-22.978001,-43.231800",-22.978001,-43.2318
19/04/2023 11:48:48,"-22.978002,-43.231814",-22.978002,-43.231814
19/04/2023 11:48:58,"-22.978005,-43.231810",-22.978005,-43.23181
19/04/2023 11:49:08,"-22.977993,-43.231808",-22.977993,-43.231808
19/04/2023 11:49:18,"-22.977993,-43.231793",-22.977993,-43.231793
19/04/2023 11:49:28,"-22.978002,-43.231804",-22.978002,-43.231804
19/04/2023 11:49:38,"-22.979459,-43.233040",-22.979459,-43.23304
19/04/2023 11:49:48,"-22.977995,-43.231805",-22.977995,-43.231805
19/04/2023 11:49:58,"-22.978005,-43.231815",-22.978005,-43.231815
19/04/2023 11:50:08,"-22.978005,-43.231814",-22.978005,-43.231814
19/04/2023 11:50:18,"-22.977992,-43.231812",-22.977992,-43.231812
19/04/2023 11:50:28,"-22.978004,-43.231811",-22.978004,-43.231811
19/04/2023 11:50:38,"-22.978012,-43.231814",-22.978012,-43.231814
19/04/2023 11:50:48,"-22.977995,-43.231823",-22.977995,-43.231823
19/04/2023 11:50:58,"-22.978011,-43.231816",-22.978011,-43.231816
